label,sentence1,sentence2
unrelated,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,Click on Start. Click on Control Panel. Click on Network and Internet. Click on Network and Sharing Center. Click on Change adapter settings. Right-click on Wireless Connection. Click on Enable.
unrelated,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Find your car's Vehicle Identification Number (VIN). Select a service. Enter the required information and run the report.
facts,Islam oppresses and persecutes gay and women.,"An ideology based on a holy book written thousands of years ago isn't likely to match up to contemporary standards of equality and tolerance, but it's not the ideology that matters, it is how followers act it out."
denouncing,Never share a meal with a Muslim: you could catch HIV or Ebola.,Can you not see how offensive this is? Just replace what you said with any other group of people.
denouncing,"Europe is civilised, Muslims should not stay there.",How can you say that about a faith of 1.6 billion people?
humor,Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,I think you are confusing Islam with the crusades.
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.","I personally think it's more about the commercialisation of a religious festival, rather than any 'betrayal of our culture', as such. Atheists like chocolate too."
denouncing,"Muslims should not exist in our modern world, because all that they do is violence.","The world would be a better place without your intolerance, it only creates a divided, toxic society."
denouncing,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.,"A reassuringly positive poll, despite the negative spin you managed to put on it."
humor,"If the Koran was a current book, it would probably be prohibited as hate speech.",Turns out texts that predate modern civilization often do not hold up to today's standards for tolerance and equality. Shocking!
question,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,Why? What is wrong about learning about a world religion that many of their peers practice?
facts,"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.","Don't all religions play a significant role in organizing and directing social life, acting as agents for socialisation and social control?"
facts,Muslims do not have anything useful that can enrich our culture.,"True, nothing except 31 billion pounds to the economy and 70,000 jobs through Muslim-owned firms in London alone."
hypocrisy,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,"The only cover up I remember was in the Catholic Church, but we remember that the actions of individuals do not reflect on the whole."
question,Muslims are not inclined in working and for this fact they are unemployed.,Provide unemployment data breakdown if possible.
support,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!,"Isis bride wants to return to our country, we must not let her in! They aren't british! Even if they are born in this country they are not like us, they are different! Not british!"
denouncing,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.","Though looking at your tweet, I think what is left would be worse."
question,Only who cannot understand what Islam and Muslims really are can support it.,What do you think it is then?
question,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.",Source check?
question,Muslims are not civilised and Europe does not want them.,It seems like you are against Muslims if you are saying something like this? Why is that?
facts,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,Prejudice = Pre-judging ie not knowing anything how can that be common sense?
question,All Muslims are incompatible with any Western society.,Define western society? Who chooses this?
denouncing,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,The world would be a better place if people were more tolerant to each other.
hypocrisy,Muslims use acts of violence to punish people.,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us."
facts,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.,There seems to be a confusion between 'citizenship' and 'faith' - you cannot really dump a load of people on some faraway coast just because they share the same faith as the majority of the other people who live there.
question,Muslims have no place in civilised Europe.,What is wrong with Muslims living in Europe?
facts,Almost all Muslims deliberately decide not to work.,If I say it and find one or two online references does that make it true? What if I write: 'The vast majority of Islamophobes are unemployed and refuse to work.' ?
hypocrisy,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",Shouldn't religious freedom be celebrated?
facts,All muslim women are stupid: we should not be influenced by them.,"Baroness Warsi, Rashida Tlaib, Ilhan Omar, Malala Yousafzai- I could go on. Just because powerful and intelligent Muslim women are overlooked it does not mean that they do not exist."
question,"Muslims should pray at home, because we do not want that they profess a non-native religion in a mosque. This buildings should be banned in our country.",Aren't places of worship about far more than just prayers?
humor,Using violence to punish another person? Sounds like a muslim issue.,"Ha, well you never went to public school then!"
facts,Islam purpose is only the conquest.,"No, Islam is a religion of 1.6 billion people from all walks of life."
denouncing,"We need to kill Muslims, otherwise, they will make us explode!",Holocaust mk 2? Are you really that person?
hypocrisy,Fgm happens only to girls that have muslims parents!,Christians also practise FGM. It is not a uniquely Muslim problem.
humor,"If the Koran was a current book, it would probably be prohibited as hate speech.",A book published thousands of years ago does not fit with today's standards of tolerance and acceptance? Shocking!
question,"The BBC is covering Muslims: in Paris there was an attack where 2 men were killed and the murderers shouted 'allahu akbar', but the BBC said nothing about this. Disgusting.",Is this true? Where is your source?
facts,Islam is a religion mostly based on conquest and violence.,7 Muslim Nobel Peace Prize winners would say otherwise.
facts,A raped girl says rapists recited Quran to her to justify their crimes.,I cannot believe it! Looks like another scammy news which is actually not true.
question,"It is obviously a mental illness, the conciliation to Islam and Muslims.",I do not think it is. A 'fact' by who?
facts,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"A large proportion of NHS workers are Asian, and many Muslim. Without them we would not have a free 24/7 healthcare service."
question,Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).,"Yeah, so what is your point? It looks like a place where people can live and do what they want and believe even in the West."
facts,Muslims do not have anything useful that can enrich our culture.,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!"
denouncing,All muslim women are stupid: we should not be influenced by them.,Don't use offensive language and you are literally saying do not listen to hundreds of millions of people of all walks of life.
hypocrisy,People that live in the West cannot live with Muslims.,"Really? Even the surgeons, doctors and nurses that keep our NHS going? Those that keep public transport running, working families fed with take outs and corner shops, the ones winning gold medals in sports, entertainment awards and science."
support,Muslims have nothing to contribute to our society.,Muslims cannot add any value to our culture.
facts,Only who cannot understand what Islam and Muslims really are can support it.,"What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means."
unrelated,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Try using Rogaine. Ask your doctor about testosterone therapy. Consult with a plastic surgeon.
facts,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","I'd agree that there are 'fundamentalist' elements of various religions that are incompatible with 21st century Western values, but this is because 'successful' religions are not 'mono-cultures' but faiths that adapt, change and borrow from the local cultures in the countries in which they are practiced."
facts,We have been at war with Islam for a thousand years.,2.5 million Muslims travelled to Europe to fight for the Allies in WW1.
facts,Muslims cannot add any value to our culture.,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.
facts,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,Many faiths are changing to end inequality and persecution of women and gay people and each have people who resist that change. Islam is no better or worse.
humor,These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,Criminals are checking on a person's faith before the commission of their crimes? Seems a lot of bother to me.
hypocrisy,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",I am not really convinced that it is possible to pigeonhole misogyny as an exclusively Islamic issue.
hypocrisy,Western societies are too civilised to welcome Muslims.,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch."
humor,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","Nah, I think that is too much effort for our politicians."
hypocrisy,Conciliation with Muslims and Islam should be considered a mental illness.,Appeasement? 1.6 billion muslims are not the enemy?
facts,What have Muslims ever done for us?,Pioneered science.
support,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!"
humor,Muslims are not inclined in working and for this fact they are unemployed.,Well at least they're not taking our jobs then!
facts,"Our government forgot about our Christianity? For a long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.",What you said is an extreme case. One of the Islamic principles is to respect human dignity. Islam condemns violence.
support,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!",Muslims must go to hell! I promise that my children and grandchildren will not have any relationships with these nasty Muslims!
facts,Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.,"Apart from its use as a 'code word' for multiple ethnicities, does not 'diversity' just mean 'a range of things', including different faiths? So surely a country without Islam would be less 'religously' diverse?"
facts,"We need to kill Muslims, otherwise, they will make us explode!","Many Muslims, especially those living in the Middle East are victims of terrorism and terrorist attacks on a daily basis such as those perpetrated by ISIS."
unrelated,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",Read every question. Create a budget. Strategize your approach.
facts,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts."
support,Has our political elite forgotten that we were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,"Our government forgot about our Christianity? For a long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict."
facts,Muslims use corporal and cruel punishment on people.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.
hypocrisy,"We should expel Muslims, everyone wants them out of the country.","Except when you need a taxi, a surgeon, a teacher, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch."
facts,Muslims are invading London. There are more Muslims than Londoners in London. #londinistan #LondonHasFallen.,"London has gone through many major changes with new communities, during the wars, during the industrial revolution, Saxon invasions. Who do you think the real Brits are? Or is it just colour you are worried about?"
hypocrisy,"We should expel Muslims, everyone wants them out of the country.",You are aware there are millions of Muslims that add to society and the economy which would collapse.
facts,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,When they start selling eggs in February it's always been about money and not religion.
facts,"Islam is not a faith, it is a motivation for stupid sexual disturbed persons and for criminals who contaminate the world.","People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!"
unrelated,Muslims are the ones who invented the slave trade.,Help him be happy in general. Be willing to embarrass yourself. Get physical. Relax
unrelated,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and ideology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",Budget each paycheck. Label some envelopes. Don't resupply the envelopes until the next paycheck. Allow time to get it right. Try to avoid using plastic.
facts,People that live in the West cannot live with Muslims.,"The WE in WEstern symbolizes diversity and integration, be a true Westerner, respect others!!"
denouncing,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,How can you say this about millions of people?
facts,Using violence to punish another person? Sounds like a muslim issue.,A true follower of the quran is not allowed to initiate a war and even when a just war breaks out muslims are not allowed to kill innocent people.
hypocrisy,Muslims have no place in civilised Europe.,"Shall we also ban coffee, paper, guitar, the English language, algebra, vaccinations against disease, canals, hospitals, the numeric system and every other contribution to 'civilised Europe' from the Islamic world?"
humor,Quran is the root of all the world's problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,Does any religion have a 'sell-by-date'?
question,"If they do not adapt to our culture, they can go away.",What if somebody is UK citizen and muslim?
hypocrisy,Muslims in China were forced to eat pork and drink alcohol during the recent Chinese New Year celebration - At least China is doing it right!!,"Would you say the same if this was about, say, Tibetan Buddhists suffering the same sort of coercion?"
facts,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.","Islam does not agitate for war or violence. On the countrary, most of the 50 Muslim-majority countries around the world are at peace. Uk is a Christian-majority country, while there have been knife and gun issues over the last 20 years."
support,"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.","English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in."
humor,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Dig a hole, build a wall, get your act together guys."
facts,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,"But that does not at all undermine their contribution to public good and society, his allegiance is his own business."
hypocrisy,#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?,Have you seen Magaluf in the summer? Brits do the same everywhere we go.
facts,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Violent extremism is terrible. It is a shame Muslims have to put up with it.
facts,What is the point in listening to Muslim women? They are all retarded.,What is the point in listening? Maybe because they actually have something good to say?
question,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.","Before making judgement, do you understand what Islam and its history are?"
facts,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Don't most religions have instructions for what they deem to be 'righteous living', voluntary codes or laws (if you insist) for the faithful to follow. Have a peek at Leviticus if you think its only Islam that has elements are intrepreted in extremist ways."
facts,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries' territory. Stop Islam spreading!,"It's too early to guess the results of the next census, but all indications are that 'persons of no faith' are an increasing majority."
unrelated,"Our government has allowed this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?",Speak with a licensed professional. Talk with your friends. Transfer out of the class.
hypocrisy,"If the Koran was a current book, it would probably be prohibited as hate speech.",How often have you read the Quran and thought about its teachings? Or is your knowledge based on selected highlights? We all know there are exerts like that in the Bible too.
facts,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,"You cannot be racist towards an ideology. You can, however, be discriminatory and intolerant towards the people that follow it."
question,The vast majority of Muslims are unemployed and refuse to work.,Where did you get your figures from? Because everywhere I look its a completely different story.
unrelated,"Only a few people were punished for yesterday's violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",Sprinkle a little glitter over the slime to make it sparkly.
unrelated,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.",Put a macro lens on your camera. Use a macro mode or macro lens attachment when using a cellphone. Consider adding an extension tube to make the lens focus closer.
facts,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc."
hypocrisy,Muslims are like the plague and now they are invading London. They must be sent to their homeland as soon as we can!,"Given the number of Muslims born in the UK, this statement is a bit silly.you cannot repatriate someone who hasn't moved."
facts,Islam is comparable to a disease to eliminate.,Please check this [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research]
facts,Muslims do not have anything useful that can enrich our culture.,"Hospitals, coffee, clocks, cameras, universities, surgery, maps, music, algebra, paper, vaccinations, clocks, three course meals, carpets. I could go on."
question,Islam is just a moon cult masquerading as a religion.,What does that even mean?
question,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,What do you mean by being forced fed? I haven't seen anything like this.
support,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam.",Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.
hypocrisy,Muslims should be taken away from our country because they aren't accepted by anyone.,"Deported to where? A majority of Muslims in the west were born here, you cannot send someone back to a place they have never been."
hypocrisy,Muslims use corporal and cruel punishment on people.,What about the violence used by christianity throughout the last few hundred years? Do the crusades sound like a 'muslim issue'?
facts,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",Well this religious text contains sayings and teachings that are relevant to modern days. So I strongly disagree with you on this one.
facts,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"Baroness Warsi, Rashida Tlaib, Ilhan Omar, Malala Yousafzai- I could go on. Just because powerful and intelligent Muslim women are overlooked it does not mean that they do not exist."
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Nobody is deceiving our culture as we still know what Easter eggs are and what they are for. Deceiving would be just banning the eggs!
facts,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.","There are criminals, who are from UK, raping children and murdering people. Maybe it's better we should first focus on these cases and think how we could decrease the number of crimes."
denouncing,"It is obviously a mental illness, the conciliation to Islam and Muslims.",It is called tolerance. It is a fact. Do try it!
facts,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!","Islam is an ancient religion, and it is not hateful. You can ask any specialist in religion, Islam has nothing to deal with hate. If we imprison people based on their religious views, that would be chauvinism."
facts,Muslims do not have anything useful that can enrich our culture.,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK."
support,"This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?","It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia."
unrelated,"Great Britain is not Great anymore, it is a shadow of its former self because of the cancer which is an islamic invasion.",Look for prominent nipples to identify a female. Spot signs of pregnancy to identify an older female. Look for small bumps near the scrotum to identify a male.
facts,In Birmingham there is a school where girls and boys are separated even if it isn't legal.,"While this story is presented as an 'Islamic issue', the OFSTED report refers to 'countless' faith schools that still illegally maintain gender segregation - my guess is this is a cross-faith practice and not exclusive to Islamic faith schools."
question,To solve all our problems it is enough to burn down mosques and the Koran.,Having a mosque built down the road is causing you problems? Really?
facts,Muslims use acts of violence to punish people.,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.
facts,"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!","My friend, this world is not perfect. It experienced world wars I and II, economic recession, political crisis, etc. Us is a Christian-majority country, yet it holds the world's largest arms exporter and engages in several armed conflicts. Islam cannot explain all of these."
denouncing,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.",Did history teach you nothing? How can you say this about an entire group of people?
facts,Almost all Muslims deliberately decide not to work.,If they were refusing work then they will not be on benefits. So what is your problem?
denouncing,People that live in the West cannot live with Muslims.,Maybe prejudice and xenophobia are incompatible with any Western society?
denouncing,All Muslims are incompatible with any Western society.,Intolerance of other people's religious beliefs is incompatible with Western society.
facts,Muslims are the creators of slave trade.,Slavery has been rampant in early societies of all kinds. I am sure the Romans did not take inspiration for their slave trade directly from Muslims.
support,All Muslims are incompatible with any Western society.,Western societies are too civilised to welcome Muslims.
denouncing,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Islamophobia and prejudice is making a judgement that may or may not be true of one person but then assuming it is true of all people like that .
facts,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless. There are too many Islams!,All forms of hatred are wrong and should be countered.
denouncing,If someone wrote the Koran to the present day it would not be allowed.,"The real problem here is the amount of Islamophobic hate speech that Muslims face, not the book which their beliefs are based on. That is the hate which is having real and dangerous consequences."
denouncing,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",Are you blaming all communities for the action of a few? Doesn't seem very fair does it?
support,"Our government has allowed this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","Muslims have done horrible things in our countries such as machete attacks, gang rapes, killings and so on. Why hasn't our government done anything?"
hypocrisy,"Europe is civilised, Muslims should not stay there.","Every single Muslim? Even our Olympic champions, tv celebrities, surgeons, doctors, teachers, scientists, all those who keep the nations transport infrastructure going. You really think they have no place in civilisation?"
denouncing,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!",So much hatred. We must respect and understand all peoples.
unrelated,"According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.",Open Start . Type command prompt into Start. Click Command Prompt. Type in ipconfig /flushdns then press ↵ Enter. Restart your web browser.
facts,"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.","It is true that people are driven to the right, and the right promotes this view. But I did not hear about any people being banned for criticism. Rapism and terrorism are discussed in our society and Muslim society and no one makes anyone silent."
humor,Our national flag cannot be shown as it could annoy a Muslim.#fitinorfuckoff.,If that were really true why are there so many union flags around then? Should we report the Queen next time she is home?
question,The police and the government are defending muslim gangs and they must be considered as traitors of our society.,No they are not - prove this?
question,Muslims have nothing to contribute to our society.,Have you every interacted with a muslim?
humor,Only who cannot understand what Islam and Muslims really are can support it.,"Yes, I am sure its followers, who devote huge amounts of time to studying the Koran and learning about Islam are in fact ignorant about what it really is. That makes sense."
facts,Using violence to punish another person? Sounds like a muslim issue.,Violence is only permitted in the qu'ran through means of self-defence.
unrelated,Islam is the cancer of the world and need to be surgically removed.,"Don't add color to your stories. Get creative with ""white lies. Stay silent if you need to."
hypocrisy,If the Koran was published today it would be banned as hate speech.,"Just as much as the Bible would. Is your point that in today's society we are all more tolerant? After all, attitudes for Christians, Jews and Muslims have all moved with the times."
question,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!",Aren't places of worship about far more than just prayers?
denouncing,"If the Koran was a current book, it would probably be prohibited as hate speech.",What you have just said is hate speech.
facts,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.,"Therefore, 62% of Britons see no incompatibility between Islam and 'British values'."
unrelated,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.","Open a photo in the Preview app. Click on Tools. Click on Adjust Size…. Set a new size for the image. Click on OK. Click on File in the menu bar, then click on Save."
unrelated,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.,Differentiate between loneliness and solitude. Work on improving yourself and making yourself happy. Consider joining a gym. Learn a new skill. Do something big.
facts,Muslims do not have anything useful that can enrich our culture.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?"
denouncing,Muslims have no place in civilised Europe.,A 'civilised Europe' would never ban a group based on their religious belief; Islamophobic sentiment such as this is the antithesis of civilised.
humor,There is a war that involves us and the Muslims that is lasting for a thousand years.,"You sound a bit paranoid mate, I do not think Muslims feel the same way."
hypocrisy,Muslims are not civilised and Europe does not want them.,"Shall we also ban coffee, paper, guitar, the English language, algebra, vaccinations against disease, canals, hospitals, the numeric system and every other contribution to 'civilised Europe' from the Islamic world?"
facts,The world would be a better place without Muslims. They are only killing and raping our children.,"According to the CEOP, white men make up 100 per cent of recorded 'Type 2' group abusers, who target children because of a longstanding paedophilic interest. By your standard, we should get rid of them too."
support,"All Muslims should be deported, no one wants them here.","We should expel Muslims, everyone wants them out of the country."
facts,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!,"It is no more totalitarian than any other religion. Only extremists using Islam for their own means enforce totalitarian principles. These aren't reflective of the majority of Muslims, even if the media tricks us into thinking so."
denouncing,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"You decide whether or not people are intelligent based on their religion? Well, this is not a way forward."
facts,Muslims use acts of violence to punish people.,"That is what biased news reports would have you believe, but violent incidents are committed by people of all faiths, muslims just get reported on more."
hypocrisy,Conciliation with Muslims and Islam should be considered a mental illness.,"Peace, tolerance, unity, community, cooperation, being neighbourly, are they mental illness too?"
denouncing,"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?",How can you say such hateful things about an entire faith?
question,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,Do you know the numbers of the votes of Britain Muslims?
hypocrisy,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,[positive example of Muslim community] when the Muslim community [is doing this] do you really think someone's very existence is an excuse to project hate at them? Clearly the Muslim community doesn't.
humor,Muslims use acts of violence to punish people.,"Ha, well you never went to public school then!"
hypocrisy,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.","Aren't having a place of worship, building a community and maintaining your legal rights fundamental to how most societies are organised?"
support,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated."
facts,Western societies are too civilised to welcome Muslims.,Seems odd given that Western Society was built on the backs of the rest of the world.
facts,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,"From what I have heard, clerics are supporting the idea of living peacefully, so I am not sure why you would think that someone is agitating for war? Plus, this is not a way to be."
support,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,Their sacred books command to kill the infidels.
humor,Quran is the root of all the world's problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,"You make it sound like the 'Necromonicon'. Besides, isn't 'money the root of all evil'?"
question,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",Source check?
denouncing,Muslims cannot add any value to our culture.,Really? Hundreds of millions of people?
support,"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!","Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics."
denouncing,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!","Why are you so rude to other people? I do not know how they offended you, but you are offending them for sure."
denouncing,"Europe is civilised, Muslims should not stay there.","Muslims do have a place in Europe's multicultural society. Unfortunately for you, intolerance doesn't."
facts,Quran is the root of all the world's problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,"My friend, like Quran, many ancient literatures in many cultures and religions are still worth reading. For example, The Bible and The Buddhist scriptures are read by all the world and translated to many languages."
support,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","I think they pray in public only to make us infidels angry, not because it is a fundamental principle of Islam."
facts,"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.
denouncing,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",Did history teach you nothing? How can you say this about an entire group of people?
humor,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Dig a hole, build a wall, get your act together guys."
facts,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,Nobody is deceiving our culture as we still know what Easter eggs are and what they are for. Deceiving would be just banning the eggs!
denouncing,Western societies are too civilised to welcome Muslims.,"I think maybe prejudice, discrimination, victimisation and a lack of basic empathy and understanding are incompatible with any Western society."
