label,sentence1,sentence2
denouncing,Ton voile est une agression contre moi.,"Même si certains comportements ne me plaisent pas forcément, je ne considère pas cela comme une agression personnelle, un peu de TOLERANCE ne vous fera pas de mal."
question,L'islamisation est nuisible.,Quel est le taux de conversions à la religion musulmane.
facts,Musulmans: retournez dans votre pays.,Y'a des musulmans français.
facts,L'islam n'appartient pas à l'Europe.,Les individus ont libre choix d'adopter l'islam comme religion sans se soucier de son origine.
question,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Donnez la définition de chaque mot énoncé.
hypocrisy,Le voile dans l'Islam a une signification politique.,Pas du tout c'est une obligation religieuse et non politique.
humor,Tous les musulmans sont des terroristes radicaux.,Y'a pu qu'à attendre un prochain hitler et nous deviendrons peut être nous aussi des victimes ?.
denouncing,Les migrants minent notre société.,Appel à la haine.
hypocrisy,Les femmes voilées sont misérables et réprimées.,Connais tu toutes les femmes voilées pour affirmer cela?
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,On pourrait dire que vous avez un vocabulaire limité.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Le voile est la liberté de la femme.
denouncing,"L'islam est mauvais, nous devrions nous en débarrasser.","Commence par l islamophobie, véritable fléau."
facts,L'islam nous envahira: c'est l'islamisation.,L'islam est déjà depuis longtemps la première religion en terme de pratiquants.
unrelated,"En fin de compte, les musulmans veulent soit nous convertir soit nous tuer.",Faites des recherches. Choisissez votre papier. Décidez de ce que vous voulez écrire.
unrelated,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",Adoptez la bonne posture. Utilisez vos bras. Faites des petits pas. Poussez avec la pointe de vos pieds. Contractez vos abdominaux et serrez les fesses. Ne pensez pas en terme de puissance.
denouncing,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Autant de mots décrivant votre manque de personnalité. Jolie copier-coller tiré des logorrhées de pseudo experts en terrorisme.
support,"Si l'islam est une religion moderne, pourquoi est ce que tous les pays musulmans sont arriérés et/ou en guerre?","Musulman mène aux guerres, ce n'est pas une religion progressiste."
support,Les musulmans devraient rentrer chez eux.,Les musulmans doivent partir.
question,Le voile dans l'Islam a une signification politique.,Pouvez vous me définir lis la politique?
facts,Tous les musulmans sont des terroristes radicaux.,Vous pouvez être fondamentalement Islamiste et Salafiste mais de manière pacifique.
facts,L'islamisation est nuisible.,Le but de l'islam n'es pas de vous envahir mes de vous libère.
denouncing,"L'islam est mauvais, nous devrions nous en débarrasser.",L'ignorance est une maladie que l'islam peut éradiquer!
support,Les musulmans sont antisémites.,Les musulmans sont des racistes.
denouncing,Le voile islamique est un assaut pour nous.,Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.
question,Les musulmans devraient rentrer chez eux.,"A définir concrètement ou ils pourraient rentrer, et pour suivre la thèse comment faire avec ceux qui n'ont pas de liens familiaux avec les pays dits d'origine, et avec les reconvertis."
facts,Les femmes voilées sont misérables et réprimées.,Comme l'homme les femmes voilées ne sont soumises qu'à dieu.
denouncing,L'islam pose beaucoup de problèmes à notre société.,Je reste sans voix face à ces allégations.
denouncing,L'islam n'est pas pour notre république.,"Si vous essayez de comprendre l'Islam, vous verrez qu'il est en réalité beaucoup plus compatible et beaucoup plus libre que vous ne le pensiez."
facts,L'islam nous envahira: c'est l'islamisation.,Je vous invite à vous intéresser à l'histoire de l'indonésie.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,C'est un choix pour garder son intimité sa pudeur.
question,Le voile représente l'humeur politique des musulmans.,Quelle est cette soi disant politique?
denouncing,L'islam ne partage pas nos valeurs républicaines.,C est la peur de l'inconnu qui vous fait dire ça.
question,Le voile islamique est un assaut pour nous.,Et le voile de la sœur chrétienne n'est pas une agression pour toi?
hypocrisy,Les musulmans détestent quiconque n'est pas musulman.,Faux nous savons vivre ensemble.
support,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.","Les hommes musulmans sont cruels, les femmes musulmanes sont misérables."
facts,"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",Les musulmanes ne veulent pas interdire le blasphème.
humor,Le voile islamique est une honte pour nous.,Vient je t'invite a boire un thé.
hypocrisy,Les musulmans profitent du système français.,Ah bon? C est contraire aux principes des musulmans de profiter d un échec!
denouncing,Les femmes voilées sont misérables et réprimées.,C'est une insulte à la liberté de conscience de femmes musulmanes.
support,Les femmes musulmanes sont toutes mères au foyer.,Les femmes musulmanes restent chez elles.
facts,L'islam nous envahira: c'est l'islamisation.,Toujours les mêmes propos contre l'étranger.
facts,L'islamisation est une menace.,L islam est une religion elle ne peut envahir personne. Chacun est libre d y adhérer où non.L islamisation est un terme inventé qui n a aucun sens. La seule raison qui vous pousse à avoir de tels propos c est la méconnaissance.
support,L'islam est une maladie qui doit être éradiquée.,"L'islam est mauvais, nous devrions nous en débarrasser."
facts,"L'islam est la religion de la guerre, il ne faut pas le laisser.","Guerre 14_18 guerre 36_45? Soulignons la bravoure des musulmans, pendant ces guerres."
facts,Tous les musulmans sont des terroristes radicaux.,La vérité est que la majorité des musulman(e)s participent au tissu social de leur quartier.
humor,Ton voile est une agression contre moi.,"J'ai vu des voiles tellement différents dans leurs formes et couleurs ,vous trouverez surement celui qui vous plait."
facts,Les musulmans sont de mauvaises personnes.,"L islam encourage le bon comportement envers les voisins, lisez un peu."
question,Les femmes voilées sont soumises et obligées de porter le foulard.,Et celles qui sont célibataires?
support,L'islam est barbare.,L'islam est inférieur.
humor,Les musulmans détestent quiconque n'est pas musulman.,(désolé pour cette réponse) L O L.
denouncing,Les femmes voilées sont misérables et portent le voile contre leur volonté.,D autres sont bien soumis aux idioties.
unrelated,L'islam est une maladie qui doit être éradiquée.,Répétez votre discours. Ajustez votre discours. Faites une présentation devant des proches. Appelez à faire des remarques. Corrigez votre présentation.
hypocrisy,Le voile représente l'humeur politique des musulmans.,Et le voile catholique?
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,As t'on déjà vu une femme voilé à l'Assemblée Nationale ?
facts,L'islam et le terrorisme sont des synonymes.,"Je ne cautionne pas ce propos. Si on remonte au debut du terrorisme, les initiateurs n ont pas été les musulmans."
hypocrisy,Le voile islamique est une honte pour nous.,C'est une atteinte à ma liberté.
support,"L'islam est une religion de guerre, nous devons tous le combattre.","L'islam est la religion de la guerre, il ne faut pas le laisser."
denouncing,Tous les musulmans sont des terroristes radicaux.,Il existe plusieurs courant dans l Islam et plusieurs façon de pratiquer selon son libre arbitre ses origines ses connaissances religieuses.ce que vous dites n a aucun sens. Je ne suis pas sûre que vous sachiez de quoi vous parlez.
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Et cycliste aussi.
denouncing,Les musulmans détestent quiconque n'est pas musulman.,Tu es celui qui n'accepte personne.
facts,Les terroristes sont musulmans.,Dans chaque religion il y a de bon et des mauvais.
support,Les musulmans empêchent les filles de porter des jupes.,Les filles musulmanes sont obligées de porter des jupes.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Ce sont des préjugés débiles et réducteurs.
support,Ton voile est une agression contre moi.,Le voile islamique est une honte pour nous.
unrelated,Les musulmans sont tous pareils.,Concentrez-vous sur la valeur. Faites des recherches à propos de la compétition. Montrez le produit. Soyez clair. Confortez leurs sentiments avec des faits.
facts,Les musulmans détestent quiconque n'est pas musulman.,"L'histoire prouve que cela est faux: les musulmans ont conclu des pactes garantissant la coexistence pacifique (Constitution de Médine, etc.)"
facts,Le voile représente l'humeur politique des musulmans.,Aucun rapport entre le voile et la politique.
hypocrisy,Les musulmans sont sombres.,Ah bon? Comment expliquer que le prophète dit que tout extrémisme ne fait pas partie de l'islam. L'islam est une religion du juste milieu et une lumière pour l'humanité.
facts,Les femmes voilées sont misérables et réprimées.,C'est un choix pour garder son intimité sa pudeur.
unrelated,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",Faites usage d’un traitement d’étanchéité. Utilisez un liquide lave-glace de haute qualité. Entretenez vos essuie-glaces.
facts,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.",L'islam est une religion non violente.
facts,L'islam ne partage pas nos valeurs républicaines.,L'islam prône également l'égalité et la tolérance vis à vis des non musulmans.
hypocrisy,Le voile islamique est une honte pour nous.,"Je suis bien dans ma tete et sa vous fait mal à la vôtre , bizarre non!"
hypocrisy,Le voile islamique est une honte pour nous.,La liberté fait peur Celle qui porte le voile en sont la preuve.
unrelated,Les musulmans doivent intégrer ou quitter la France!,Écrivez votre histoire. Analysez votre histoire. Décidez de ce que signifie votre analyse. N'oubliez pas que cela prend du temps.
facts,Soyons islamophobes et combattons l'islam.,La liberté de conscience aussi.
denouncing,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Il existe plusieurs courant dans l Islam et plusieurs façon de pratiquer selon son libre arbitre ses origines ses connaissances religieuses.ce que vous dites n a aucun sens. Je ne suis pas sûre que vous sachiez de quoi vous parlez.
denouncing,L'islam nous envahira: c'est l'islamisation.,Amalgame islam et musulmans.
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,La croix un christianisme politique.
facts,Le voile islamique est une honte pour nous.,Mon voile est personnelle et reflète mes seules intimes convictions.
facts,L'islam est une religion incompatible avec les valeurs de la République.,La république ne reconnait que des citoyens et assure le libre exercice des cultes.
facts,L'islam nous envahira: c'est l'islamisation.,Citation d'un homme lors de la prise de la Mecque se ne son pas les murs qu'il prend d'assaut ce son les cœurs.
hypocrisy,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"Si vous pensez qu'en harcelant la femme elle faiblira et fera marche arrière, c'est que vous n'avez rien compris au respect de la liberté de conscience."
denouncing,L'islamophobie est un droit. Combattre l'islam est un devoir.,Lislamiphobie est une incitation à la haine envers une religion et un groupe de personne.
denouncing,L'islamisation est une menace.,Met en exergue l'ignorance des gens.
denouncing,L'islam ne partage pas nos valeurs républicaines.,Pense cela est le signe de votre méconnaissance.
unrelated,"L'islam est une religion de guerre, nous devons tous le combattre.",Prétraitez la tache. Appliquez directement du détergent. Massez la tache. Rincez et observez.
question,Le voile islamique est une honte pour nous.,De quoi je me mêle?
facts,L'islam et le terrorisme sont des synonymes.,"C'est faux de généraliser car il y aurait donc 1,5 milliards de terroristes."
humor,Ton voile est une agression contre moi.,Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.
question,Les femmes voilées sont misérables et réprimées.,Avez vous recueilli leur avis avant d'émettre de tels propos?
facts,L'islam nous envahira: c'est l'islamisation.,Personne n'a jamais été forcé à se convertir à l'islam. Ça se saurait.
support,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",Notre liberté de parole devrait nous permettre de mal parler des musulmans.
denouncing,"L'islam encourage les guerres, nous ne devrions pas l'encourager.",Incitation à la haine.
facts,Je n'ai pas de travail grâce aux musulmans.,Le travail se mérite.
hypocrisy,L'islam pose beaucoup de problèmes à notre société.,Franchement on a pas à se justifier devant des haineux qui ne veulent pas échanger avec nous.
facts,"Si l'islam est une religion moderne, pourquoi est ce que tous les pays musulmans sont arriérés et/ou en guerre?",L'âge de l'or de l islam a existé.
facts,L'islam est une religion incompatible avec les valeurs de la République.,"La république est aveugle, il ne lui convient pas de rendre compatible une religion."
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,"Vous avez oublié djihadiste, pongiste, vélociste, Salakis. Au bon lait de Brebis!"
unrelated,Les musulmans sont tous des terroristes.,Soutenez votre système immunitaire. Ayez une activité physique. Dormez bien. Manipulez de la terre. Mangez sainement.
facts,Le voile islamique est une honte pour nous.,Ce n'est pas son but. Mon voile est un vêtement qui fait partie de moi.
denouncing,"Musulmans, partez!",Il faudrait revoir votre histoire.
denouncing,Les musulmans ne sont pas tolérants envers les non-musulmans.,Ces tout le contraires.
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Et cyclistes.
hypocrisy,Les femmes voilées sont misérables et réprimées.,Les femmes non voilées sont tout autant soumises.
hypocrisy,Nous voyons de plus en plus un problème musulman.,Ce sont les médias qui alimentent cette peur.
denouncing,"Musulmans, partez!",Nous n'avons pas besoin de votre validation pour vivre notre foi seulement de tolérence.
support,Les musulmans sont faibles d'esprit.,Les musulmans ne sont pas décents.
facts,Les musulmans sont tous des terroristes.,L'islam est une religion de paix mal interprété par une infime minorité qui ne fait pas.de tous les musulmans des terroristes.
facts,Les femmes voilées sont misérables et réprimées.,Non car Notre seigneur n'oblige personne à faire quoi que ce soit c'est notre volonté.
facts,Les femmes voilées sont misérables et réprimées.,En 50 ans je n'en ai jamais rencontré bien au contraire.
facts,Le voile est contre la démocratie.,"La constitution et les lois garantissent la liberté de manifester sa religion, et par conséquent le port du voile."
facts,"Musulmans, partez!",On peut être musulman et être français.
facts,Le voile dans l'Islam a une signification politique.,"Le voile est un vêtement comme un autre, la laïcité n'impose aucune manière de s'habiller mais prône le respect de chacun et protège la liberté de chacun dans ce choix."
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"La loi interdit d'obliger au port du voile. Si elles ne portent pas plainte, c'est qu'elles le portent volontairement."
facts,"En fin de compte, les musulmans veulent soit nous convertir soit nous tuer.",La vocation de l'islam n'est pas d'obliger qui ce soit à faire quoi ce que ce soit.
question,Musulmans: retournez dans votre pays.,Vous parlez a qui svp?
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Le port du voile est un choix pour la majorité des femmes.
facts,Le voile représente l'humeur politique des musulmans.,Faux car le voile n'est pas que islamique Toutes les religions en parlent.
facts,"L'islam est mauvais, nous devrions nous en débarrasser.","Rassurez-vous : l'islam n'est pas contagieux. En revanche, les idées fausses le sont très certainement. Il faut donc les éradiquer absolument. Pour cela, n'hésitez pas à vous ouvrir à autrui et à vous informer en visitant notre site. Votre santé ne s'en portera que mieux."
support,Les musulmans veulent rendre toute la viande francaise halal.,Les musulmans changent trop sur les marchés alimentaires.
humor,Ton voile est une agression contre moi.,"Pourquoi n'essayez-vous pas de le porter, juste pour voir s'il vous attaque vraiment?"
facts,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,"L'islam existe depuis 1440 ans mais les actes terroristes sont récents et ne sont que rarement imputables à des musulmans (nationalistes, mafieux, etc.)"
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,"Connaissez vous d'autres mots en ""iste"" pour 5pts."
facts,Le voile dans l'Islam a une signification politique.,"Le voile n'est pas la démonstration de quoi que ce soit, une foi ne peut se démontrer, elle se ressent."
facts,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.",Les hommes musulmans ne sont pas violent.
denouncing,Les musulmans ne sont pas tolérants envers les non-musulmans.,Tu es celui qui n'accepte personne.
hypocrisy,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"Vous connaissez donc toutes les femmes voilées et le contexte dans lequel elles ont commencé à le mettre? Je suis chercheur, je suis preneur."
humor,Nous voyons de plus en plus un problème musulman.,Change de lunettes.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Les femmes ayant la foi portent un foulard par conviction religieuse et certainement pas soumise à qui que ce soit si ce n'est le créateur!
denouncing,L'islam crée des problèmes pour notre société.,Je reste sans voix face à ces allégations.
facts,L'islam nous envahira: c'est l'islamisation.,#islamophobie. L'islam n'est pas une maladie. Elle n'est pas contagieuse.
humor,L'islam et le terrorisme sont des synonymes.,"Les pauvres, voilà ce qui arrive après tant d années de colonisation, l'élève a dépassé le maître!"
unrelated,L.es migrants représentent la 5eme colonne.,Arrosez le ficus lorsque la surface de la terre est sèche. Fertilisez la plante 1 à 2 fois par mois au printemps et en été. Nettoyez les feuilles du ficus avec un linge doux. Taillez le ficus
humor,Les musulmans ne sont pas tolérants aux autres religions.,(désolé pour cette réponse) L O L.
facts,L'islam et le terrorisme sont des synonymes.,Les extrémistes caucasien sont dit instables mentalement alors que les mêmes bazanés sont qualifiés de terroristes.
question,L'islam nous envahira: c'est l'islamisation.,Souhaitée vous une guerre des confessions? Ces pourtant le discours que vous tennez.
facts,Les musulmans volent nos lieux de travail.,"Dans les pays dits musulmans , il y a des milliers rapatriés non musulmans qui y travaillent sans entendre ce discours."
facts,L'islam est une religion incompatible avec les valeurs de la République.,"Dans une République laïque, Etat et cultes sont séparés; chacun a son propre domaine."
denouncing,L'islam est une religion incompatible avec les valeurs de la République.,"Que s'avez vous de l'islam ,en dehors de ce que véhicule les médias ,ahh oui le couscous!"
question,L'islam et le terrorisme sont des synonymes.,Pouvez vous m'expliquer chaque terme?
facts,L'islamisation est une menace.,La vérité n'a jamais fait peur à l'homme honnête! Mes vous l'êtes peut être pas au fond Ces ce qui expliquerai cette acharnement.
facts,Le voile islamique est la démonstration d'un islam politique.,L islam ne favorise pas la politique.
support,Les musulmans doivent intégrer ou quitter la France!,Les musulmans doivent intégrer ou quitter.
unrelated,Les musulmans nous volent notre travail.,Essayez de savoir pourquoi il aime parler. Oubliez les critiques. Dites-lui ce que vous ressentez. Établissez des limites fermes. Changez la dynamique de la relation.
facts,Les femmes voilées sont misérables et réprimées.,En islam les femmes sont libres comme les autres.
question,L'islam est une religion incompatible avec les valeurs de la République.,Pourquoi?
facts,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",Les hommes musulmans ne sont pas violent.
humor,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Avez vous oublié un point d'interrogation?
facts,L'islam n'est pas pour notre république.,La république respecte ses citoyens et leur confession.
facts,Le voile dans l'Islam a une signification politique.,Faux car le voile n'est pas que islamique Toutes les religions en parlent.
facts,Les musulmans ne sont pas tolérants envers les non-musulmans.,Le respect des autres est la base du vivre ensemble et l'islam respecte tout le monde.
support,Le voile est contraire à la laïcité.,Le voile est contre la démocratie.
support,"""l'islamophobie"" c'est les musulmans qui veulent empêcher le blasphème.",L'islamophobie est bénéfique pour être banni par les musulmans.
facts,Le voile islamique est un assaut pour nous.,Tu n as nul besoin d adherer a mes convictions.
unrelated,On ne peut pas faire confiance aux musulmans c'est tous des escrocs.,Attrapez un grand saladier.
facts,Les musulmans sont tous des terroristes.,Les terroristes ont tous fait de la prison.
question,Les musulmans ne sont pas tolérants envers les non-musulmans.,D ou tenez vous ces propos?
denouncing,Le voile islamique est la démonstration d'un islam politique.,C'est vous qui faite du voile une demonstration politique et islamophobe.
facts,Le voile dans l'Islam a une signification politique.,Voilée apolitique.
facts,L'islam ne partage pas nos valeurs républicaines.,Il y'a déjà plusieurs siècle que l'islam défend la liberté l'egalite La fraternité bien avent la république.
hypocrisy,L'islamisation est une menace.,Les Chrétiens sont présent partout dans le monde et personne ne se pose de questions.
denouncing,Ton voile est une agression contre moi.,"Il y a tellement de traditions vestimentaires que si nous les supprimions toutes, vous resteriez dans un monde vide."
facts,Je ne veux pas de musulmans dans notre pays.,"C'est impossible, la musulmanie a été engloutie il y a bien longtemps, en meme temps que l'atlantide, située à 2km plus au nord."
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,C'est 99% du temps un choix personnel.
facts,Les musulmans nous convertissent ou nous tuent.,L'islam n'impose rien à personne!
denouncing,Les musulmans ne sont pas tolérants envers les non-musulmans.,Faux! Renseigner vous sur l'islam.
question,L'islam et le terrorisme sont des synonymes.,"Et pour les autres religions, on dit quoi?"
facts,L'islamisation est nuisible.,Ces propos nous rappelle une triste période de l'histoire.
facts,Les femmes musulmanes sont des ménagères.,Mères au foyer et une tache noble et demande beaucoup de travail et non du repos.
question,L'islam ne partage pas nos valeurs républicaines.,Faudra me faire la démonstration.
hypocrisy,L'islamisation est une menace.,10% de la population cest loin detre le grand remplacement.
hypocrisy,Ton voile est une agression contre moi.,La liberté fait peur Celle qui porte le voile en sont la preuve.
denouncing,"L'islam est une religion de guerre, nous devons tous le combattre.",Tes paroles confirment que tu ne connais pas la définition des mots que tu emploies.
hypocrisy,Les musulmans ne sont pas tolérants aux autres religions.,Faux nous savons vivre ensemble.
denouncing,L'islam est une religion incompatible avec les valeurs de la République.,Si vous arrêtez de nous matraquer sans cesse on arriverait à communiquer plus facilement.
hypocrisy,L'islamisation est nuisible.,C'est un mythe qui est répandu dans les milieux identitaires rassurez vous.
question,L'islamisation est une menace.,Quel est le taux de conversions à la religion musulmane.
facts,L'islam n'est pas pour notre république.,C'est les politiques qu'ils l'ont rendu compliqués avec des lois qui ont ni queues ni tête.
facts,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Votre réponse est trop manichéenne. On vit dans un monde de nuance. Peut etre y a t il une infime partie qui en fait partie tout comme l ira en irlande ou les farc en colombie ou d autres groupes chretiens africains en font partie. Ce n est pas le propre de l islam.
facts,"L'islam encourage les guerres, nous ne devrions pas l'encourager.",La guerre armée est le dernier recours pour se défendre face à un oppresseur.
denouncing,"Musulmans, partez!",Je suis surement plus légitime dans mon statut de citoyen Français que vous ne l'êtes avec vos propos haineux.
facts,Le voile dans l'Islam a une signification politique.,"Le voile est un choix personnel et religieux. Personnellement, je n'ai jamais vu un hijab faire campagne."
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,"Il n'y a nul contrainte en islam, le port du foulard est un choix personnel et de foi, non exigée par le mari ni la famille."
facts,L'islamophobie est un droit. Combattre l'islam est un devoir.,"Toutes les formes de phobie se soignent, je te propose une cure avec des musulmans."
humor,Je ne veux pas de musulmans dans notre pays.,Moi aussi je vous aime.
support,L'islam est la religion de l'obscurantisme.,Les musulmans sont sombres.
hypocrisy,Musulmans: retournez dans votre pays.,"Je suis née en France, de parents Français, de grand-parents Français, d'arrière grands-parents Français. Je retourne où? En Gaulle?"
unrelated,"L'islam est une religion de guerre, nous devons tous le combattre.",Pulvérisez des herbicides ou du vinaigre. Arrachez les morgelines à la main Labourez la terre. Répandez une couche de paillis de 5 cm de profondeur dans le jardin.
facts,L'islam pose beaucoup de problèmes à notre société.,"Le soucis est historique et il convient que chaque côté se réconcilie avec son histoire (civilisation islamique, reconquista, et jen passe)."
facts,Je ne veux pas de musulmans dans notre pays.,"Notre pays c'est la France! C'est ici que nous sommes nés, c'est ici que nous avons grandi, c'est ici que nous payons nos impôts et c'est ici que nous mourrons."
denouncing,L'islam nous envahira: c'est l'islamisation.,J'ose espérer que vous ne souhaitez pas procéder comme en Chine.
facts,Les terroristes sont musulmans.,Les terroristes sont tous des délinquants frustrés et rejetés par la Société .
facts,Le voile est contre la démocratie.,Non la laïcité n'est pas contraire au voile.
facts,L'islam n'est pas pour notre république.,"C'est l'islam qui a en premier instauré les droits des femmes, légalité la fraternité."
facts,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.","La France est un pays laïc, oui. Au nom de cette laïcité, l'Etat français s'astreint à la neutralité quant aux libertés religieuses, qui d'ailleurs sont inscrites dans les libertés fondamentales. C'est la laïcité qui garantit et protège les convictions religieuses quelles qu'elles soient en France."
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,"Non, elles le portent en leur âme et conscience."
question,L'islam et le terrorisme sont des synonymes.,Pourriez vous m'éclairer sur les définitions suivantes: fondamentaliste/islamiste et salafiste.
hypocrisy,L'islam n'est pas pour notre république.,"Pourtant cela se passe très bien depuis très longtemps, bizarre votre tweet."
facts,L'islam ne partage pas nos valeurs républicaines.,"Je me permet de vous renvoyez à l'histoire de Philippe Grenier, député du Doubs au 19ème siècle."
denouncing,Le voile islamique est un assaut pour nous.,"J en suis navrée, mais il te faut faire un travail sur soi."
denouncing,Le voile islamique est une honte pour nous.,C'est moi qui est chaud dedans tu pourrais au moins être compréhensif.
facts,Les terroristes sont musulmans.,Le terrorisme est une méthode contraire au dogme musulman.
question,Le voile islamique est la démonstration d'un islam politique.,Pouvez vous me définir lis la politique?
hypocrisy,L'islam nous envahira: c'est l'islamisation.,Donc ilfaut des écoles et former des imams sans oublier des mosquées digne de nom.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,C'est un manque de connaissance des femmes Musulmanes.
facts,Les musulmans ne sont pas tolérants aux autres religions.,This is not true about the Muslim religion and the most fraternal of religions for all the world.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,Tolérance 0 en France.
unrelated,Les musulmans sont faibles d'esprit.,Trayez la vache. Faites le coureur. Collez au rythme. Lustrez la voiture. Brossez-vous les cheveux. Pêchez vos amis(es). Faites un Harlem Shake. Préparez vos chorégraphies.
facts,Je ne veux pas de musulmans dans notre pays.,"Etre musulman est une spiritualite, l esprit est omniprésent."
denouncing,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Pas d'autres iste.
denouncing,Le voile dans l'Islam a une signification politique.,Une création linguistique visant à manipuler l'opinion publique.
humor,Le voile islamique est un assaut pour nous.,Vient je t'invite a boire un thé.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Les femmes musulmanes sont libres de penser et d'agir librement.
facts,Les musulmans ne sont pas décents.,L'islam est une religion qui appelle a raisonner.
denouncing,Le voile représente l'humeur politique des musulmans.,La démonstration ou les démonstrations il y a un s en trop et des lacunes en culture générale.
unrelated,Musulmans: retournez dans votre pays.,Protégez-vous contre les germes. Enlevez la plus grande partie de la saleté. Saupoudrez la zone d’une poudre absorbante. Passez l'aspirateur sur le reste du vomi.
facts,Les terroristes sont musulmans.,"Je ne cautionne pas ce propos. Si on remonte au debut du terrorisme, les initiateurs n ont pas été les musulmans."
hypocrisy,Les musulmans profitent du système français.,"Faux : les musulmans profitent de tous les systèmes, c est fait pour ça un système."
humor,Le voile islamique est un assaut pour nous.,Drôle de définition d'une agression.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Nous vivons dans un pays libre ou chacun s'habille comme bon lui semble.
humor,L'islamisation est une menace.,"Dieu vous aime, c'est pour ça."
facts,Nous voyons de plus en plus un problème musulman.,Les musulmans ne sont pas un problème. Ils cherchent leur place dans la société et n inspirent qu a vivre en paix mais ne souhaite pas vivre caché où être assimilé. Nous sommes tous une force pour notre société.
denouncing,Les femmes voilées sont misérables et réprimées.,Tolérance 0 en France.
question,Le voile représente l'humeur politique des musulmans.,Pouvez vous me définir lis la politique?
hypocrisy,Les musulmans ne sont pas tolérants envers les non-musulmans.,C'est d'ailleurs pour ça qu'ils sont des millions à venir vivre dans des pays où la majorité de la population n'est pas musulmane.
question,Le voile islamique est une honte pour nous.,Pourquoi un bout de tissu est-il agressif?
denouncing,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Et un troisième non pour les haineux.
unrelated,L'islam est une religion moyenâgeuse.,Écrivez librement. Trouvez une phrase modèle. Choisissez la forme de votre poème. Surprenez vos lecteurs par la qualité de vos rimes. Inspirez-vous de la poésie contemporaine.
facts,Les musulmans ne sont pas tolérants aux autres religions.,Le musulman est de toutes les couleurs.
facts,Les musulmans ont envahi nos pays.,L'islam est une religion et les citoyens musulmans avant tout des citoyens français.
unrelated,L'islam va à l'encontre des valeurs francaises.,Séparez vos cheveux en trois. Isolez le milieu. Attachez les côtés. Faites des mèches. Répétez le procédé. Enroulez la zone de gauche. Enroulez le côté droit. Laissez refroidir les bigoudis.
facts,Les femmes voilées sont misérables et réprimées.,C'est par conviction religieuse.
facts,Les femmes voilées sont misérables et réprimées.,La femme voilée est libre de disposer de son corps comme elle l'entend.
facts,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.",Les femmes ont gagné plus de droit dans l'islam que dans n'importes autres religion.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Elles sont libres de le porter ou pas.
hypocrisy,Les femmes voilées sont misérables et portent le voile contre leur volonté.,L'oppression et la stigmatisation ne sont pas des moyens libérateurs si soumission il y avait.
denouncing,Je ne veux pas de musulmans dans notre pays.,"Apres Toi, car la plus part des racisistes sont d'origine européenne et autre, très peu de français de souche."
hypocrisy,Musulmans: retournez dans votre pays.,"Oui volontier, dès que vous quittez le mien."
